Surname,Count,Rank,Rate,USRank,USTotal,Source
#Last name / Surname,Number of occurrences among people self-identifying as 'Hispanic',Surname rank among hispanics,% of people with surname self-identifying as 'hispanic',U.S. Rank,U.S. total occurrences,HtDerived from US Census Datatps://names.mongabay.com/data/hispanic.html 
BALTAZAR,6600,599,76.30%,3765,8650,
PANIAGUA,6596,600,94.20%,4630,7004,
SANCHES,6575,601,88.20%,4397,7457,
DELUNA,6559,602,85.40%,4270,7684,
DELRIO,6555,603,86.50%,4336,7580,
MATEO,6523,604,76.40%,3811,8540,
VIERA,6496,605,74.80%,3749,8686,
OLMOS,6492,606,92.90%,4644,6985,
INFANTE,6455,607,76.20%,3856,8467,
MIRAMONTES,6451,608,94.30%,4740,6841,
PARTIDA,6437,609,94.70%,4767,6797,
OLIVO,6411,610,77.60%,3948,8262,
MAESTAS,6398,611,81.70%,4198,7830,
ROJO,6393,612,90.50%,4597,7062,
BARBA,6392,613,70.30%,3593,9088,
MAYORGA,6389,614,93.10%,4726,6864,
RODARTE,6385,615,91.70%,4655,6962,
CONCEPCION,6372,616,69.10%,3536,9222,
TAVAREZ,6366,617,95.20%,4817,6690,
INIGUEZ,6355,618,96.00%,4870,6621,
MERINO,6339,619,84.70%,4390,7480,
PALOMINO,6323,620,90.80%,4654,6963,
BADILLO,6322,621,90.60%,4647,6980,
PARDO,6313,622,71.40%,3687,8847,
ALDANA,6311,623,88.50%,4565,7128,
ARMIJO,6300,624,84.40%,4393,7465,
GAONA,6264,625,93.80%,4823,6677,
LEDEZMA,6246,626,95.90%,4954,6512,
TAVERAS,6244,627,95.20%,4922,6559,
DEANDA,6237,628,89.80%,4669,6944,
CEDENO,6232,629,88.90%,4622,7014,
MOSQUEDA,6212,630,92.20%,4786,6739,
SANTAMARIA,6193,631,68.80%,3626,9005,
VALDOVINOS,6167,632,96.70%,5047,6375,
CHAVIRA,6146,633,94.50%,4961,6507,
MAYA,6145,634,85.00%,4520,7227,
JURADO,6138,635,90.10%,4760,6809,
CAMPBELL,6137,636,1.60%,43,371953,
AVINA,6128,637,92.40%,4858,6631,
PEREIRA,6113,638,26.70%,1428,22921,
BAHENA,6106,639,97.90%,5158,6240,
LOZA,6089,640,91.40%,4832,6665,
SARMIENTO,6079,641,67.60%,3630,8986,
BAKER,6076,642,1.50%,38,413351,
BALLESTEROS,6072,643,78.70%,4248,7714,
GRACIA,6062,644,80.70%,4371,7514,
MARISCAL,6056,645,94.60%,5029,6401,
TINOCO,6056,645,94.90%,5046,6379,
PERDOMO,6025,647,92.10%,4934,6544,
MENDIOLA,6016,648,75.40%,4112,7980,
MITCHELL,5989,649,1.60%,44,367433,
RUEDA,5988,650,91.90%,4953,6513,
MENCHACA,5987,651,90.50%,4872,6618,
SANABRIA,5984,652,91.10%,4917,6566,
BAEZA,5953,653,92.50%,4998,6436,
MONTELONGO,5941,654,94.20%,5105,6308,
ALFONSO,5931,655,61.60%,3404,9632,
CANDELARIA,5924,656,82.20%,4526,7208,
COTA,5914,657,63.20%,3494,9356,
MORIN,5899,658,20.90%,1136,28184,
TAMEZ,5896,659,91.80%,5013,6423,
ARGUELLO,5890,660,89.40%,4900,6585,
RODAS,5889,661,87.30%,4782,6743,
CARDOZA,5888,662,57.00%,3185,10335,
BARRETO,5856,663,81.20%,4524,7209,
ECHEVERRIA,5843,664,90.20%,4975,6481,
VALVERDE,5839,665,88.10%,4863,6628,
COLLADO,5825,666,85.00%,4735,6854,
ARANA,5814,667,83.60%,4660,6957,
NOLASCO,5809,668,86.40%,4803,6720,
ROBERTS,5786,669,1.60%,45,366215,
CARVAJAL,5766,670,89.90%,5024,6411,
PAULINO,5763,671,73.50%,4192,7840,
MADERA,5759,672,80.40%,4549,7160,
MERAZ,5753,673,94.20%,5252,6106,
CAMARGO,5747,674,88.10%,4949,6520,
PINTO,5731,675,32.80%,1883,17488,
ISLAS,5709,676,94.60%,5316,6033,
MAGALLANES,5697,677,90.50%,5116,6294,
PLASCENCIA,5696,678,97.40%,5469,5846,
VILLALPANDO,5675,679,93.90%,5307,6041,
BARELA,5673,680,83.20%,4749,6822,
ALCANTARA,5666,681,69.80%,4017,8112,
QUESADA,5666,681,85.80%,4880,6603,
SANTOYO,5649,683,93.70%,5319,6032,
JORDAN,5640,684,2.90%,105,197212,
ANGELES,5637,685,63.50%,3676,8873,
LOVATO,5623,686,75.60%,4407,7437,
RAMIRES,5619,687,96.40%,5490,5827,
FRAUSTO,5596,688,93.80%,5368,5968,
SARABIA,5589,689,90.60%,5203,6170,
LOZADA,5568,690,85.40%,4945,6521,
ZAYAS,5567,691,86.80%,5025,6410,
PHILLIPS,5559,692,1.60%,47,351848,
FRANCISCO,5546,693,30.90%,1833,17976,
JAQUEZ,5540,694,93.40%,5402,5934,
LIMA,5514,695,40.70%,2449,13539,
CARTER,5511,696,1.50%,46,362548,
PALACIO,5506,697,80.30%,4731,6860,
CARTAGENA,5501,698,92.10%,5363,5974,
MANRIQUEZ,5479,699,92.30%,5402,5934,
SAMANIEGO,5456,700,86.40%,5101,6314,
PELAYO,5453,701,90.10%,5295,6054,
MONTEMAYOR,5448,702,82.20%,4860,6630,
VILLATORO,5445,703,95.20%,5572,5720,
JARA,5437,704,85.50%,5060,6359,
SANTACRUZ,5423,705,87.60%,5187,6188,
MONCADA,5420,706,88.90%,5257,6096,
CASAREZ,5404,707,91.60%,5430,5898,
ABARCA,5400,708,92.60%,5486,5830,
GRIJALVA,5398,709,89.90%,5342,6007,
MORRIS,5393,710,1.70%,56,311754,
MAGDALENO,5388,711,93.20%,5527,5780,
URIAS,5378,712,91.80%,5463,5857,
PUENTES,5366,713,92.90%,5529,5778,
PINO,5353,714,55.40%,3393,9656,
CONDE,5339,715,70.40%,4335,7581,
MATIAS,5325,716,73.00%,4476,7295,
ALMARAZ,5319,717,94.40%,5651,5634,
VACA,5315,718,91.20%,5485,5831,
EVANS,5305,719,1.60%,48,342237,
CASANOVA,5289,720,70.20%,4355,7533,
GAITAN,5276,721,90.50%,5490,5827,
TERAN,5275,722,89.90%,5452,5869,
ORTA,5232,723,90.10%,5502,5808,
ROGERS,5211,724,1.80%,61,294403,
ZAMARRIPA,5174,725,93.70%,5747,5522,
OSUNA,5169,726,89.20%,5516,5793,
EDWARDS,5168,727,1.60%,53,317070,
RESTREPO,5166,728,90.80%,5595,5692,
OVIEDO,5162,729,93.20%,5732,5540,
QUILES,5149,730,91.10%,5631,5654,
MORGAN,5141,731,1.90%,62,276400,
MARTE,5133,732,84.30%,5261,6090,
COLLINS,5117,733,1.60%,52,317848,
CASTELLON,5109,734,91.90%,5719,5557,
ROYBAL,5088,735,81.20%,5142,6263,
OVALLE,5079,736,92.90%,5792,5466,
BORREGO,5071,737,89.60%,5622,5662,
VELARDE,5068,738,79.60%,5056,6367,
CASTANON,5063,739,94.30%,5902,5368,
DELTORO,5060,740,92.00%,5763,5501,
PALOMO,5028,741,88.10%,5583,5705,
QUEVEDO,5012,742,89.40%,5676,5607,
HARO,5008,743,89.40%,5682,5602,
GALICIA,4984,744,88.10%,5629,5655,
BAZAN,4980,745,82.00%,5275,6070,
FAVELA,4980,745,94.90%,6034,5247,
STEWART,4975,747,1.60%,54,312899,
LEIVA,4971,748,90.30%,5760,5505,
PARADA,4969,749,85.80%,5520,5790,
LOREDO,4967,750,92.90%,5924,5349,
BARAHONA,4967,750,93.00%,5936,5338,
CARRASQUILLO,4958,752,92.20%,5892,5378,
ORDAZ,4958,752,95.10%,6070,5211,
CALDERA,4956,754,87.40%,5608,5673,
POSADA,4956,754,90.60%,5789,5469,
MANZANO,4955,756,74.30%,4830,6670,
ABREGO,4954,757,92.00%,5882,5387,
BOCANEGRA,4954,757,94.00%,6010,5272,
MANCILLA,4946,759,90.50%,5791,5467,
ARAIZA,4933,760,93.40%,6002,5284,
VERDUGO,4913,761,88.70%,5730,5542,
AMEZCUA,4911,762,96.20%,6180,5104,
TALAVERA,4910,763,87.40%,5670,5615,
RAYA,4906,764,87.10%,5653,5631,
FERREIRA,4901,765,22.00%,1465,22320,
ALEJANDRO,4888,766,83.60%,5468,5847,
GALAN,4886,767,80.70%,5290,6057,
GURROLA,4883,768,93.80%,6078,5205,
IBANEZ,4881,769,81.10%,5328,6018,
MELGAR,4874,770,91.90%,5977,5303,
BUENROSTRO,4861,771,96.90%,6259,5018,
ARRIOLA,4827,772,78.60%,5224,6140,
SERVIN,4824,773,88.70%,5824,5437,
PABON,4816,774,87.90%,5778,5481,
OLIVERA,4792,775,74.70%,5021,6412,
ASCENCIO,4783,776,94.60%,6227,5058,
OZUNA,4779,777,92.60%,6120,5162,
PUGA,4772,778,91.30%,6057,5224,
JAMES,4758,779,2.00%,80,233224,
PIZARRO,4737,780,83.70%,5627,5658,
PARKER,4734,781,1.50%,51,324246,
OROPEZA,4729,782,94.30%,6262,5015,
MURO,4718,783,78.50%,5339,6009,
MONGE,4710,784,81.70%,5541,5764,
TURNER,4699,785,1.40%,49,335663,
DAVALOS,4692,786,91.40%,6141,5135,
VELIZ,4686,787,92.00%,6188,5094,
TENORIO,4685,788,74.40%,5110,6301,
DESANTIAGO,4683,789,96.70%,6463,4845,
SEVILLA,4679,790,74.50%,5132,6281,
BEJARANO,4677,791,92.20%,6212,5071,
VERDUZCO,4660,792,94.80%,6373,4917,
COTTO,4648,793,88.20%,6013,5268,
MURPHY,4628,794,1.50%,58,300501,
MENJIVAR,4620,795,95.90%,6496,4819,
ARANGO,4617,796,88.80%,6086,5202,
MANZANARES,4598,797,87.60%,6032,5249,
PINON,4596,798,89.60%,6155,5127,
MELCHOR,4591,799,83.50%,5770,5498,
DELAFUENTE,4590,800,86.20%,5954,5324,
DUQUE,4580,801,80.00%,5569,5723,
PINEDO,4559,802,94.10%,6466,4843,
LEIJA,4554,803,93.30%,6426,4879,
LUCAS,4549,804,4.50%,275,100417,
NUNO,4537,805,93.00%,6428,4878,
GASTELUM,4535,806,92.70%,6410,4891,
MICHEL,4532,807,21.10%,1539,21487,
CARRIZALES,4530,808,93.20%,6439,4863,
GALAVIZ,4529,809,94.10%,6502,4815,
ABEYTA,4506,810,80.00%,5648,5635,
KELLY,4505,811,1.70%,69,260385,
VANEGAS,4468,812,93.20%,6523,4795,
URRUTIA,4458,813,85.30%,6055,5225,
LAGUNAS,4456,814,95.80%,6700,4651,
LIZARRAGA,4448,815,93.80%,6592,4741,
AVELAR,4439,816,88.20%,6249,5034,
PALOMARES,4423,817,91.80%,6499,4817,
ESCALERA,4419,818,91.60%,6491,4822,
ORONA,4415,819,87.70%,6252,5032,
HERMOSILLO,4412,820,92.60%,6563,4763,
HUIZAR,4409,821,93.90%,6641,4693,
RASCON,4382,822,92.20%,6573,4754,
ANDINO,4379,823,90.30%,6456,4849,
GIRALDO,4372,824,91.00%,6513,4807,
RICHARDSON,4367,825,1.80%,74,249533,
NAZARIO,4364,826,85.10%,6155,5127,
LUEVANO,4356,827,93.60%,6698,4652,
SALVADOR,4352,828,49.30%,3694,8827,
DIMAS,4330,829,84.20%,6136,5140,
GARRIDO,4328,830,75.90%,5589,5699,
MEDELLIN,4300,831,90.80%,6599,4738,
RIOJAS,4299,832,91.80%,6656,4684,
PETERSON,4291,833,1.60%,63,275041,
AGUERO,4286,834,89.70%,6546,4776,
TOBAR,4278,835,86.70%,6355,4933,
ALEXANDER,4275,836,2.20%,111,193443,
CLAUDIO,4274,837,81.20%,6018,5263,
DELAO,4272,838,89.50%,6550,4771,
YEPEZ,4271,839,94.40%,6849,4524,
CHAIREZ,4265,840,97.10%,7036,4391,
LEOS,4245,841,89.50%,6592,4741,
MACHUCA,4238,842,94.30%,6893,4492,
SALMERON,4218,843,94.60%,6935,4461,
ALMAGUER,4213,844,92.50%,6816,4553,
LORA,4201,845,84.20%,6287,4992,
VICENTE,4200,846,65.90%,5049,6374,
COOK,4186,847,1.40%,60,294795,
BARBOZA,4185,848,65.70%,5055,6371,
BUSTILLOS,4180,849,93.00%,6888,4496,
TOSCANO,4179,850,54.50%,4274,7673,
GARCES,4179,850,83.50%,6272,5004,
WARD,4168,852,1.60%,71,254121,
CORONEL,4163,853,83.30%,6279,4997,
COOPER,4159,854,1.50%,64,270097,
MENESES,4155,855,73.00%,5593,5695,
ESQUEDA,4155,855,95.30%,7077,4360,
QUIROGA,4147,857,90.10%,6750,4602,
LUCIANO,4146,858,48.90%,3848,8478,
LUIS,4146,858,60.60%,4737,6845,
ALVARENGA,4142,860,92.50%,6915,4476,
ARREGUIN,4134,861,93.80%,7013,4406,
CHAPARRO,4124,862,93.10%,6973,4431,
BELL,4104,863,1.60%,67,264752,
ARVIZU,4100,864,92.10%,6946,4451,
CARRENO,4098,865,90.80%,6869,4512,
VIRAMONTES,4077,866,94.80%,7157,4302,
ANTONIO,4075,867,39.70%,3200,10267,
RIZO,4075,867,92.70%,7030,4395,
SENA,4067,869,59.60%,4746,6825,
CABAN,4058,870,83.40%,6434,4868,
ARAMBULA,4056,871,92.90%,7063,4367,
GARDUNO,4035,872,91.80%,7028,4397,
MORALEZ,4035,872,92.20%,7048,4378,
PAYAN,4028,874,84.30%,6541,4780,
GASPAR,4023,875,52.90%,4327,7601,
OBREGON,4015,876,90.10%,6940,4457,
TARANGO,4009,877,92.70%,7127,4324,
ROSS,4003,878,1.80%,89,219961,
BALDERRAMA,4002,879,89.40%,6908,4479,
ROLON,3994,880,88.10%,6834,4534,
GONSALEZ,3990,881,95.40%,7334,4184,
PENALOZA,3988,882,94.40%,7279,4223,
GUDINO,3982,883,95.20%,7340,4181,
LANDA,3979,884,69.00%,5539,5765,
RUBALCAVA,3974,885,94.40%,7302,4208,
ESQUIBEL,3972,886,84.40%,6629,4708,
CARPIO,3962,887,75.50%,6031,5250,
WOOD,3957,888,1.60%,75,247299,
BEDOLLA,3952,889,93.60%,7276,4224,
HOWARD,3949,890,1.50%,70,254779,
REY,3947,891,53.70%,4450,7348,
BENNETT,3944,892,1.60%,78,239055,
ALEGRIA,3943,893,89.50%,7013,4406,
BOJORQUEZ,3933,894,92.80%,7258,4239,
TURCIOS,3922,895,95.20%,7450,4118,
OCEGUERA,3922,895,96.20%,7525,4078,
CASTELLANO,3919,897,40.30%,3361,9732,
ALMEIDA,3916,898,29.00%,2452,13523,
LOPES,3914,899,24.40%,2074,16029,
DIAS,3910,900,28.20%,2398,13847,
IZQUIERDO,3902,901,91.80%,7237,4251,
BROOKS,3900,902,1.60%,77,240751,
BARCENAS,3900,902,93.60%,7373,4166,
ALBARRAN,3897,904,93.90%,7403,4150,
ALVA,3894,905,85.20%,6796,4573,
AGOSTO,3894,905,86.20%,6860,4519,
SANDERS,3888,907,1.80%,88,220902,
OQUENDO,3884,908,90.50%,7170,4292,
REED,3878,909,1.50%,65,267443,
MACEDO,3877,910,66.90%,5512,5797,
REZA,3877,910,82.30%,6623,4712,
CARDOSO,3870,912,52.60%,4446,7361,
COX,3857,913,1.50%,72,253771,
MANDUJANO,3857,913,96.80%,7702,3983,
BAILEY,3856,915,1.50%,66,265916,
SANMIGUEL,3849,916,83.90%,6772,4588,
CHAVES,3840,917,54.40%,4602,7055,
WATSON,3830,918,1.60%,76,242432,
RECINOS,3825,919,95.00%,7609,4028,
MONREAL,3821,920,88.20%,7108,4334,
GARNICA,3816,921,92.70%,7452,4117,
LABOY,3810,922,84.60%,6885,4501,
CASTREJON,3786,923,96.60%,7826,3921,
PERRY,3785,924,1.80%,97,212644,
DELAPAZ,3779,925,79.90%,6611,4729,
CERVANTEZ,3772,926,91.90%,7482,4105,
MIGUEL,3767,927,51.70%,4484,7282,
GRANADO,3765,928,89.50%,7302,4208,
FOSTER,3758,929,1.70%,87,221040,
CHARLES,3751,930,7.30%,589,51518,
IZAGUIRRE,3751,930,94.10%,7700,3985,
MELGOZA,3749,932,96.60%,7916,3879,
MONTESDEOCA,3747,933,94.50%,7726,3966,
MALAVE,3741,934,89.50%,7344,4178,
PERES,3730,935,77.80%,6528,4793,
FABIAN,3720,936,34.00%,3034,10951,
OLIVER,3718,937,3.30%,248,111641,
GRAY,3716,938,1.60%,79,236713,
DORADO,3715,939,90.20%,7452,4117,
PERAZA,3712,940,92.70%,7660,4005,
DURON,3703,941,84.80%,7063,4367,
CERNA,3703,941,92.10%,7625,4020,
GRIMALDO,3693,943,93.10%,7726,3966,
GURULE,3685,944,80.20%,6760,4596,
CARO,3681,945,72.90%,6236,5052,
CAMPA,3679,946,83.80%,7038,4389,
BERUMEN,3664,947,92.00%,7702,3983,
LECHUGA,3658,948,94.40%,7925,3873,
CASTANO,3646,949,76.90%,6596,4739,
CALVO,3632,950,69.60%,6065,5218,
HUGHES,3624,951,1.60%,83,229390,
LAZARO,3604,952,63.10%,5581,5709,
MARMOLEJO,3594,953,93.90%,8000,3828,
TALAMANTES,3587,954,92.00%,7867,3901,
GALLO,3583,955,16.90%,1560,21149,
SORTO,3583,955,95.30%,8123,3760,
ENCARNACION,3582,957,76.20%,6633,4703,
BURCIAGA,3580,958,94.80%,8082,3778,
UMANA,3578,959,90.70%,7762,3947,
ZENDEJAS,3578,959,96.30%,8214,3714,
MOREIRA,3572,961,56.10%,5059,6363,
ROA,3570,962,78.20%,6802,4565,
OLMEDO,3565,963,93.40%,8017,3816,
CATALAN,3561,964,85.30%,7358,4173,
ELIZALDE,3558,965,91.60%,7902,3886,
MAGALLON,3557,966,94.30%,8092,3774,
GOMES,3540,967,17.20%,1606,20532,
SAIZ,3539,968,82.60%,7181,4285,
SARAVIA,3531,969,93.00%,8057,3795,
COLIN,3528,970,63.20%,5697,5583,
SISNEROS,3524,971,84.40%,7347,4177,
SULLIVAN,3515,972,1.60%,92,215640,
CIFUENTES,3513,973,93.30%,8111,3766,
RUSSELL,3512,974,1.60%,93,215432,
GALLEGO,3510,975,78.60%,6930,4465,
VELOZ,3505,976,93.30%,8128,3757,
GOVEA,3503,977,91.20%,7986,3839,
CHAIDEZ,3499,978,96.10%,8357,3640,
TELLES,3498,979,77.30%,6850,4523,
PELAEZ,3498,979,86.40%,7574,4048,
SIMON,3487,981,4.70%,383,74839,
ALMAZAN,3484,982,80.90%,7154,4304,
COSME,3472,983,83.90%,7420,4140,
PIZANO,3468,984,92.10%,8110,3767,
SUAZO,3463,985,83.80%,7430,4133,
PALAFOX,3427,986,89.50%,8003,3827,
BARRIGA,3427,986,92.30%,8219,3711,
AHUMADA,3425,988,93.10%,8276,3679,
ARMAS,3422,989,79.00%,7110,4333,
CASIANO,3417,990,84.80%,7607,4030,
FREGOSO,3415,991,95.10%,8450,3590,
AGUILA,3400,992,78.60%,7122,4326,
GUADARRAMA,3400,992,97.00%,8633,3506,
GUADALUPE,3396,994,91.70%,8231,3704,
HENDERSON,3383,995,1.60%,101,210094,
SOLER,3378,996,78.20%,7135,4319,
BORGES,3376,997,32.80%,3196,10282,
SIGALA,3373,998,92.20%,8321,3660,
COBOS,3365,999,90.10%,8164,3736,
ALVARES,3356,1000,91.00%,8266,3687,
ALEJO,3350,1001,82.10%,7520,4081,
RUANO,3348,1002,89.20%,8134,3754,
PLAZA,3342,1003,71.00%,6631,4705,
PRICE,3340,1004,1.50%,84,228756,
LAMAS,3332,1005,84.10%,7732,3962,
LAGUNA,3332,1005,85.30%,7858,3906,
ELLIS,3329,1007,1.80%,121,181934,
BRUNO,3327,1008,11.60%,1119,28729,
FISHER,3322,1009,1.60%,100,210279,
CALZADA,3320,1010,92.00%,8418,3607,
COLUNGA,3315,1011,92.40%,8454,3589,
MARAVILLA,3311,1012,88.40%,8147,3747,
PASCUAL,3308,1013,43.90%,4354,7536,
MAES,3299,1014,58.50%,5644,5640,
MONZON,3298,1015,78.80%,7336,4183,
DEHOYOS,3296,1016,92.60%,8524,3560,
GRAJEDA,3296,1016,93.60%,8603,3520,
LOZOYA,3294,1018,96.10%,8798,3429,
LONG,3285,1019,1.50%,86,223494,
JAVIER,3284,1020,49.80%,4891,6594,
AYON,3278,1021,89.60%,8323,3659,
AVENDANO,3275,1022,91.30%,8462,3586,
CABELLO,3268,1023,84.10%,7902,3886,
BORJA,3266,1024,60.80%,5895,5376,
LUNG,3264,1025,44.90%,4496,7263,
GANDARA,3264,1025,89.80%,8363,3636,
MCDONALD,3258,1027,1.90%,127,176094,
ANTUNEZ,3257,1028,89.80%,8377,3628,
MUNOS,3255,1029,90.80%,8462,3586,
SILVAS,3250,1030,81.10%,7657,4006,
STEVENS,3247,1031,1.80%,122,181417,
CANCHOLA,3246,1032,91.60%,8557,3545,
CANDELARIO,3236,1033,86.70%,8166,3734,
ESCOTO,3236,1033,89.20%,8382,3627,
ARZOLA,3229,1035,94.10%,8789,3433,
REYNOLDS,3227,1036,1.60%,106,195598,
MOREL,3223,1037,51.10%,5104,6309,
PIEDRA,3215,1038,91.40%,8607,3518,
DELREAL,3210,1039,95.30%,8932,3367,
GUSMAN,3209,1040,79.10%,7563,4055,
DELCID,3209,1040,95.00%,8907,3379,
DANIEL,3208,1042,4.30%,380,75135,
FUNES,3205,1043,89.70%,8490,3574,
MEJIAS,3203,1044,91.50%,8647,3499,
PATTERSON,3197,1045,1.60%,104,198557,
JACQUEZ,3194,1046,89.70%,8517,3562,
LANDAVERDE,3192,1047,95.20%,8968,3353,
TOPETE,3192,1047,95.70%,9008,3336,
MELENDREZ,3190,1049,90.00%,8560,3544,
CESPEDES,3189,1050,89.90%,8551,3547,
VIZCARRA,3187,1051,89.30%,8502,3570,
CASARES,3185,1052,89.70%,8545,3549,
GRAHAM,3183,1053,1.60%,108,194074,
BRICENO,3183,1053,91.00%,8650,3498,
CAUDILLO,3174,1055,89.30%,8537,3554,
BUTLER,3163,1056,1.50%,98,210879,
FELIZ,3149,1057,88.40%,8519,3561,
MYERS,3148,1058,1.40%,85,224824,
ARRIETA,3146,1059,85.80%,8314,3665,
AGUINAGA,3138,1060,92.40%,8868,3395,
ALATORRE,3137,1061,93.80%,8986,3345,
BARNES,3135,1062,1.50%,99,210426,
SALGUERO,3135,1062,93.40%,8959,3356,
JORGE,3133,1064,64.50%,6450,4855,
PAIZ,3133,1064,86.60%,8396,3619,
GASCA,3133,1064,91.80%,8835,3413,
PLATA,3131,1067,80.40%,7883,3896,
HAMILTON,3129,1068,1.60%,107,194331,
WEST,3129,1068,1.70%,115,188464,
WALLACE,3128,1070,1.60%,113,190760,
HARRISON,3125,1071,1.80%,128,175577,
CELAYA,3120,1072,85.20%,8319,3662,
QUIJADA,3120,1072,92.70%,8934,3365,
HARD,3116,1074,45.60%,4744,6831,
MELO,3110,1075,46.10%,4782,6743,
CORIA,3108,1076,83.90%,8227,3706,
ENCISO,3106,1077,89.10%,8683,3485,
CASTORENA,3104,1078,91.90%,8913,3377,
ENCINAS,3102,1079,85.50%,8371,3630,
TINAJERO,3101,1080,97.10%,9357,3195,
GORDON,3099,1081,2.00%,151,154934,
ASTORGA,3099,1081,91.30%,8872,3394,
DAMIAN,3096,1083,66.90%,6719,4631,
RAYGOZA,3080,1084,96.70%,9379,3186,
ARZATE,3074,1085,96.20%,9361,3194,
NERI,3073,1086,48.90%,5133,6280,
ZERMENO,3073,1086,94.30%,9200,3260,
HENRY,3066,1088,1.90%,142,161392,
POWELL,3053,1089,1.40%,91,216553,
AGUIAR,3040,1090,43.30%,4616,7027,
PASILLAS,3032,1091,96.20%,9467,3151,
MARINO,3030,1092,9.90%,1042,30735,
HINOJOS,3026,1093,92.70%,9187,3265,
SIMMONS,3025,1094,1.50%,103,201650,
FONTANEZ,3025,1094,91.70%,9109,3298,
PLACENCIA,3017,1096,92.10%,9154,3277,
REAL,3012,1097,53.30%,5631,5654,
VIVEROS,3009,1098,93.70%,9314,3213,
GUTIERRES,3008,1099,95.00%,9417,3167,
COLEMAN,3004,1100,1.40%,102,208624,
VILLALBA,3004,1100,91.40%,9129,3285,
ALMODOVAR,3003,1102,88.70%,8889,3387,
WONG,3002,1103,3.00%,277,99392,
SOTOMAYOR,2994,1104,87.40%,8808,3424,
ZURITA,2994,1104,92.80%,9287,3227,
CELIS,2991,1106,82.00%,8343,3649,
COSTA,2987,1107,8.50%,900,35227,
ADAMES,2985,1108,90.80%,9125,3288,
MENDOSA,2976,1109,91.10%,9174,3268,
GRANILLO,2965,1110,89.90%,9105,3299,
MURRAY,2962,1111,1.70%,123,178414,
TRISTAN,2959,1112,83.90%,8586,3528,
VALERO,2956,1113,81.50%,8377,3628,
NOVOA,2954,1114,90.50%,9192,3263,
GOTO,2945,1115,62.70%,6639,4695,
ZACARIAS,2943,1116,90.30%,9200,3260,
GLORIA,2941,1117,71.50%,7468,4112,
SEDILLO,2932,1118,86.20%,8860,3400,
GAMINO,2930,1119,90.00%,9215,3255,
AVITIA,2922,1120,96.10%,9817,3041,
TOLENTINO,2915,1121,38.00%,4271,7679,
MARSHALL,2906,1122,1.60%,125,177213,
ALDERETE,2906,1122,90.00%,9279,3229,
ATENCIO,2905,1124,73.90%,7794,3933,
PALMER,2903,1125,1.90%,158,150407,
CARCAMO,2898,1126,92.90%,9567,3118,
CERON,2898,1126,94.50%,9729,3066,
BATRES,2897,1128,92.10%,9479,3146,
BORRERO,2894,1129,86.60%,8994,3342,
YANES,2891,1130,82.20%,8615,3516,
CANAS,2890,1131,86.50%,9002,3340,
LAUREANO,2889,1132,86.30%,8977,3349,
HUERTAS,2878,1133,89.70%,9325,3209,
LEYBA,2877,1134,79.50%,8396,3619,
FELIPE,2876,1135,72.70%,7740,3958,
CARILLO,2871,1136,71.80%,7680,3997,
GRULLON,2869,1137,95.40%,9895,3008,
ROSE,2865,1138,1.90%,168,146924,
ESPITIA,2865,1138,94.90%,9869,3018,
JENKINS,2864,1140,1.30%,95,213737,
FRAIRE,2861,1141,92.60%,9654,3089,
AMEZQUITA,2852,1142,96.50%,10059,2956,
BARROSO,2847,1143,78.50%,8377,3628,
CARBALLO,2847,1143,88.40%,9299,3222,
ALEJANDRE,2845,1145,96.10%,10043,2960,
ALBERTO,2844,1146,64.70%,7026,4398,
PEGUERO,2844,1146,94.80%,9922,3001,
TOBIAS,2842,1148,21.70%,2526,13113,
LONDONO,2839,1149,90.40%,9491,3141,
VILLAR,2838,1150,69.20%,7494,4100,
MENDIETA,2837,1151,92.20%,9690,3076,
REVELES,2833,1152,92.30%,9712,3069,
TAVARES,2832,1153,26.80%,3130,10583,
PASTRANA,2832,1153,86.10%,9118,3291,
BOBADILLA,2832,1153,89.30%,9413,3170,
LEPE,2826,1156,95.00%,9992,2976,
ARGUELLES,2823,1157,81.20%,8705,3475,
VILLEDA,2819,1158,96.00%,10107,2936,
JACINTO,2810,1159,66.10%,7237,4251,
ALMENDAREZ,2808,1160,91.20%,9682,3078,
DIEGO,2802,1161,72.50%,7941,3864,
CAMPUZANO,2796,1162,91.10%,9712,3069,
RAEL,2795,1163,80.30%,8688,3482,
TERRONES,2793,1164,91.00%,9708,3070,
ERAZO,2791,1165,93.30%,9953,2991,
MURGUIA,2784,1166,93.10%,9957,2990,
MORFIN,2783,1167,92.50%,9895,3008,
COLE,2779,1168,1.50%,116,187793,
CORDOBA,2776,1169,90.70%,9744,3061,
HAYES,2775,1170,1.50%,117,187473,
GALDAMEZ,2771,1171,95.00%,10155,2917,
CENICEROS,2760,1172,94.70%,10167,2913,
TREVIZO,2750,1173,95.90%,10292,2869,
GIBSON,2748,1174,1.50%,119,184420,
NAVARRETTE,2745,1175,86.90%,9442,3159,
NOYOLA,2739,1176,94.90%,10248,2885,
GORDILLO,2732,1177,90.90%,9907,3004,
CLEMENTE,2731,1178,36.60%,4402,7453,
CUEVA,2728,1179,87.40%,9555,3122,
ALCAZAR,2727,1180,89.60%,9814,3042,
BENITES,2727,1180,92.20%,10049,2958,
GERMAN,2723,1182,18.40%,2260,14769,
OSPINA,2714,1183,93.10%,10163,2915,
